"OrphaCode","Name","DisorderGroup","gene_count","onset_count","inheritance_count","avg_prevalence"
96076,Beckwith-Wiedemann syndrome due to 11p15 microduplication,Subtype of disorder,0,0,0,
96078,"16p13.3 microduplication syndrome",Disorder,0,1,1,13.5
96092,"8p inverted duplication/deletion syndrome",Disorder,0,1,1,21.3
96094,Distal duplication 2q syndrome,Disorder,0,1,1,
96095,"3q26 microduplication syndrome",Disorder,0,1,1,50.0
96096,Distal duplication 4q syndrome,Disorder,0,1,1,
96097,Distal duplication 5q syndrome,Disorder,0,1,1,
96098,Distal duplication 6q syndrome,Disorder,0,1,1,
96100,Distal duplication 8q syndrome,Disorder,0,1,1,
96101,Distal duplication 9q syndrome,Disorder,0,1,1,
96102,Distal duplication 10q syndrome,Disorder,0,1,1,20.0
96103,Distal duplication 11q syndrome,Disorder,0,1,1,
96105,Distal duplication 13q syndrome,Disorder,0,1,1,
96106,Distal duplication 16q syndrome,Disorder,0,1,1,
96107,Distal duplication 20q syndrome,Disorder,0,1,1,
96109,Distal duplication 22q syndrome,Disorder,0,1,1,
96112,Non-distal duplication 9q syndrome,Disorder,0,1,1,
96121,"7q11.23 microduplication syndrome",Disorder,0,1,1,85.5
96123,Monosomy 22 syndrome,Disorder,0,1,1,
96125,Distal deletion 6p syndrome,Disorder,0,1,1,17.5
96126,Distal deletion 7p syndrome,Disorder,0,1,1,
96129,Distal deletion 19p syndrome,Disorder,0,1,1,
96136,OBSOLETE: Non-distal monosomy 7p,Disorder,0,0,0,
96145,Distal deletion 4q syndrome,Disorder,0,1,1,
96147,Kleefstra syndrome due to 9q34 microdeletion,Subtype of disorder,1,1,1,43.0
96148,Distal deletion 10q syndrome,Disorder,1,1,1,20.0
96149,Distal deletion 12q syndrome,Disorder,0,1,1,
96150,Distal deletion 14q syndrome,Disorder,0,1,1,
96152,OBSOLETE: Distal monosomy 20q,Disorder,0,0,0,
96160,Non-distal deletion 12q syndrome,Disorder,0,1,1,
96164,OBSOLETE: Non-distal monosomy 20q,Disorder,0,0,0,
96167,Recombinant 8 syndrome,Disorder,0,1,1,0.0
96168,Monosomy 13q34 syndrome,Disorder,0,1,1,0.0
96169,Koolen-De Vries syndrome,Disorder,0,1,1,0.0
96170,Emanuel syndrome,Disorder,0,1,1,175.0
96171,Ring chromosome 2 syndrome,Disorder,0,1,1,9.0
96172,Ring chromosome 3 syndrome,Disorder,0,1,1,5.5
96173,Ring chromosome 9 syndrome,Disorder,0,1,1,15.5
96175,Ring chromosome 11 syndrome,Disorder,0,1,1,10.0
96176,Ring chromosome 13 syndrome,Disorder,0,1,1,0.86
96177,Ring chromosome 15 syndrome,Disorder,0,1,1,25.0
96178,Ring chromosome 16 syndrome,Disorder,0,1,1,5.0
96179,Maternal uniparental disomy of chromosome 2 syndrome,Disorder,0,1,1,
96180,Maternal uniparental disomy of chromosome 4 syndrome,Disorder,0,1,1,
96181,Maternal uniparental disomy of chromosome 6 syndrome,Disorder,0,1,1,7.5
96182,Silver-Russell syndrome due to maternal uniparental disomy of chromosome 7,Subtype of disorder,1,1,1,
96183,Maternal uniparental disomy of chromosome 9 syndrome,Disorder,0,1,1,
96184,Temple syndrome due to maternal uniparental disomy of chromosome 14,Subtype of disorder,3,1,1,32.0
96185,Maternal uniparental disomy of chromosome 16 syndrome,Disorder,0,1,1,
96186,Maternal uniparental disomy of chromosome 20 syndrome,Disorder,0,1,1,6.0
96187,Maternal uniparental disomy of chromosome 21 syndrome,Disorder,0,0,0,1.0
96188,Maternal uniparental disomy of chromosome 22 syndrome,Disorder,0,1,1,2.0
96190,Paternal uniparental disomy of chromosome 5 syndrome,Disorder,0,1,1,
96191,Paternal uniparental disomy of chromosome 6 syndrome,Disorder,2,1,1,
96192,Paternal uniparental disomy of chromosome 7 syndrome,Disorder,0,1,1,2.0
96193,Beckwith-Wiedemann syndrome due to paternal uniparental disomy of chromosome 11,Subtype of disorder,0,0,0,
96194,Paternal uniparental disomy of chromosome 20 syndrome,Disorder,0,1,1,
96195,Paternal uniparental disomy of chromosome 21 syndrome,Disorder,0,1,1,
96201,X small rings syndrome,Disorder,0,1,1,
96210,Rare genetic deafness,Group of disorders,0,0,0,
96253,Cushing disease,Disorder,7,1,1,2.1
96256,Somatotropic adenoma,Group of disorders,0,0,0,
96263,"48,XXXY syndrome",Disorder,0,1,1,0.5
96264,"49,XXXXY syndrome",Disorder,0,1,1,0.275
96265,Leydig cell hypoplasia due to complete LH resistance,Subtype of disorder,1,1,1,
96266,Leydig cell hypoplasia due to partial LH resistance,Subtype of disorder,1,1,1,
96269,Isolated partial vaginal agenesis,Disorder,0,0,0,10.0
96321,Polyploidy syndrome,Group of disorders,0,0,0,
96325,Isochromosome Y syndrome,Group of disorders,0,0,0,
96333,Rare otorhinolaryngological malformation,Group of disorders,0,0,0,
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,Subtype of disorder,3,1,1,18.5
96344,Rare gynecologic or obstetric disease,Group of disorders,0,0,0,
96346,Anorectal malformation,Group of disorders,0,0,0,
96369,OBSOLETE: Early-onset schizophrenia,Disorder,0,0,0,
97120,Distal arthrogryposis,Group of disorders,0,0,0,
97214,Eisenmenger syndrome,Disorder,0,1,1,0.1
97229,Riboflavin transporter deficiency,Disorder,0,1,1,54.5
97230,Solar urticaria,Disorder,0,1,1,1.55
97231,Ligneous conjunctivitis,Disorder,0,0,0,
97232,Fingerprint body myopathy,Disorder,0,1,1,10.0
97234,Glycogen storage disease due to phosphoglycerate mutase deficiency,Disorder,1,1,1,12.0
97238,Rippling muscle disease,Disorder,1,1,1,29.5
97239,Reducing body myopathy,Disorder,1,1,1,2.0
97240,Zebra body myopathy,Disorder,1,1,1,5.0
97242,Congenital muscular dystrophy,Group of disorders,0,1,1,0.2815
97244,Rigid spine syndrome,Disorder,2,1,1,0.043333333333333335
97245,Congenital myopathy,Group of disorders,0,0,0,3.8
97249,Pontocerebellar hypoplasia type 3,Disorder,1,1,1,1.5
97252,Mega-cisterna magna,Disorder,0,0,0,
97253,Neuroendocrine tumor of pancreas,Group of disorders,0,1,1,4.585714285714286
97261,GRFoma,Disorder,0,1,1,0.0
97275,Encephalitis,Group of disorders,0,0,0,
97278,PPoma,Disorder,0,1,1,0.0
97279,Insulinoma,Disorder,2,1,1,0.2325
97280,Glucagonoma,Disorder,0,1,1,0.0025
97282,VIPoma,Disorder,0,1,1,0.0
97283,Somatostatinoma,Disorder,0,1,1,0.00125
97285,Thyroid lymphoma,Disorder,0,1,1,0.0
97286,Carney-Stratakis syndrome,Disorder,4,1,1,10.0
97287,Bronchial neuroendocrine tumor,Disorder,0,1,1,
97289,Thymic neuroendocrine tumor,Disorder,0,1,1,
97290,Familial papillary thyroid carcinoma with renal papillary neoplasia,Disorder,0,1,1,2.0
97292,Cardiogenic shock,Disorder,0,1,1,40.0
97293,Rare benign ovarian tumor,Group of disorders,0,0,0,
97295,Furlong syndrome,Disorder,0,0,0,
97297,Bohring-Opitz syndrome,Disorder,1,1,1,23.0
97330,Thoracic outlet syndrome,Disorder,0,1,1,0.0
97332,Kienbock disease,Disorder,0,1,1,6.6
97335,Osgood-Schlatter disease,Disorder,0,1,1,0.0
97336,Panner disease,Disorder,0,1,1,0.0
97337,Sinding-Larsen-Johansson disease,Disorder,0,1,1,0.0
97338,Melanoma of soft tissue,Disorder,3,1,1,3.89
97339,Dural sinus malformation with arteriovenous shunt,Disorder,0,1,1,0.0
97340,Hunter-McAlpine syndrome,Disorder,0,1,1,5.0
97341,Persistent placoid maculopathy,Disorder,0,1,1,2.5
97342,OBSOLETE: Argyrophilic grain disease,Disorder,0,0,0,
97345,ABri amyloidosis,Subtype of disorder,1,1,1,
97346,ADan amyloidosis,Subtype of disorder,1,1,1,
97349,Postencephalitic parkinsonism,Disorder,0,1,1,
97352,Pellagra,Disorder,0,0,0,
97353,Dementia pugilistica,Disorder,0,1,1,0.0
97354,NON RARE IN EUROPE: Wernicke encephalopathy,Disorder,0,0,0,
97355,Caribbean parkinsonism,Disorder,0,1,1,0.0
97360,Robinow syndrome,Disorder,0,1,1,100.0
97361,"Renal hypoplasia, unilateral",Subtype of disorder,0,1,1,0.0
97362,"Renal hypoplasia, bilateral",Subtype of disorder,2,1,1,0.0
97363,Unilateral multicystic dysplastic kidney,Subtype of disorder,1,1,1,38.01111111111111
97364,Bilateral multicystic dysplastic kidney,Subtype of disorder,1,1,1,0.0
97365,NON RARE IN EUROPE: Solitary renal cyst,Disorder,0,0,0,
97366,Multiloculated renal cyst,Disorder,0,1,1,0.0
97367,Renal tubular dysgenesis due to twin-twin transfusion,Subtype of disorder,0,1,1,
97368,Drug-related renal tubular dysgenesis,Subtype of disorder,0,1,1,
97369,Renal tubular dysgenesis of genetic origin,Subtype of disorder,4,1,1,
97548,Right isomerism,Disorder,1,1,1,8.335
97552,Steroid-sensitive nephrotic syndrome without renal biopsy,Subtype of disorder,0,0,0,
97555,OBSOLETE: Sporadic idiopathic steroid-resistant nephrotic syndrome with collapsing glomerulopathy,Subtype of disorder,0,0,0,
97556,Congenital and infantile nephrotic syndrome,Group of disorders,0,0,0,
97557,NON RARE IN EUROPE: Chronic proteinuria with focal and segmental hyalinosis,Disorder,0,0,0,
97560,Primary membranous glomerulonephritis,Disorder,0,1,1,0.5765666666666667
97562,NON RARE IN EUROPE: Benign familial hematuria,Disorder,0,0,0,
97563,Pauci-immune glomerulonephritis with ANCA,Subtype of disorder,0,1,1,0.0
97564,Pauci-immune glomerulonephritis without ANCA,Subtype of disorder,0,1,1,0.0
97566,Non-amyloid fibrillary glomerulopathy,Disorder,0,1,1,
97567,Immunotactoid glomerulopathy,Disorder,0,1,1,
97569,OBSOLETE: Unclassified glomerulonephritis,Group of disorders,0,0,0,
97593,Pseudohypoparathyroidism,Group of disorders,0,1,1,0.33666666666666667
97598,Congenital renal artery stenosis,Disorder,0,1,1,
97599,OBSOLETE: Arterial hypertension due to renal artery stenosis secondary to vasculitis,Disorder,0,0,0,
97668,OBSOLETE: Neonatal membranous glomerulopathy with maternal NEP deficiency,Subtype of disorder,0,0,0,
97678,Maternal uniparental disomy of chromosome 13 syndrome,Disorder,0,1,1,1.5
97685,"17q11 microdeletion syndrome",Subtype of disorder,1,1,1,85.0
97927,OBSOLETE: Peripheral resistance to thyroid hormones,Disorder,0,0,0,
97929,Rare cardiac disease,Group of disorders,0,0,0,
97935,Rare gastroenterologic disease,Group of disorders,0,0,0,
97944,Gastroduodenal malformation,Group of disorders,0,0,0,
97945,Intestinal malformation,Group of disorders,0,0,0,
97955,Rare respiratory disease,Group of disorders,0,0,0,
97957,Respiratory or thoracic malformation,Group of disorders,0,0,0,
97962,Rare surgical thoracic disease,Group of disorders,0,0,0,
97965,Rare surgical cardiac disease,Group of disorders,0,0,0,
97966,Rare ophthalmic disorder,Group of disorders,0,0,0,
97978,Rare endocrine disease,Group of disorders,0,0,0,
97992,Rare hematologic disease,Group of disorders,0,0,0,
98004,Rare immune disease,Group of disorders,0,0,0,
98006,Rare neurologic disease,Group of disorders,0,0,0,
98010,Infectious disease of the nervous system,Group of disorders,0,0,0,
98022,Rare headache,Group of disorders,0,0,0,
98023,Rare systemic or rheumatologic disease,Group of disorders,0,0,0,
98026,Rare odontologic disease,Group of disorders,0,0,0,
98027,Rare disease with odontological manifestation,Group of disorders,0,0,0,
98028,Rare circulatory system disease,Group of disorders,0,0,0,
98033,Rare neurologic disease with psychiatric involvement,Group of disorders,0,0,0,
98036,Rare otorhinolaryngologic disease,Group of disorders,0,0,0,
98038,Cranial malformation,Group of disorders,0,0,0,
98039,Digestive tract malformation,Group of disorders,0,0,0,
98041,"Visceral malformation of the liver, biliary tract, pancreas or spleen",Group of disorders,0,0,0,
98043,Diaphragmatic or abdominal wall malformation,Group of disorders,0,0,0,
98044,Central nervous system malformation,Group of disorders,0,0,0,
98045,Respiratory or mediastinal malformation,Group of disorders,0,0,0,
98047,Rare infertility,Group of disorders,0,0,0,
98048,Rare male infertility,Group of disorders,0,0,0,
98049,Rare female infertility,Group of disorders,0,0,0,
98050,Rare allergic disease,Group of disorders,0,0,0,
98052,Rare allergic respiratory disease,Group of disorders,0,0,0,
98053,Rare genetic disease,Group of disorders,0,0,0,
98054,Rare genetic cardiac disease,Group of disorders,0,0,0,
98056,Rare genetic renal disease,Group of disorders,0,0,0,
98057,Rare tumor,Group of disorders,0,0,0,
98058,Rare urinary tract tumor,Group of disorders,0,0,0,
98059,Rare digestive tumor,Group of disorders,0,0,0,
98060,Rare respiratory tumor,Group of disorders,0,0,0,
98061,Rare otorhinolaryngologic tumor,Group of disorders,0,0,0,
98062,Rare nervous system tumor,Group of disorders,0,0,0,
98063,Rare gynecological tumor,Group of disorders,0,0,0,
98064,OBSOLETE: Rare disease in physical medicine and rehabilitation,Group of disorders,0,0,0,
98068,OBSOLETE: Autosomal dominant spinocerebellar ataxia due to a polyglutamine anomaly,Group of disorders,0,0,0,
98069,OBSOLETE: Autosomal dominant spinocerebellar ataxia due to a channelopathy,Group of disorders,0,0,0,
98070,OBSOLETE: Autosomal dominant spinocerebellar ataxia due to repeat expansions that do not encode polyglutamine,Group of disorders,0,0,0,
98071,OBSOLETE: Autosomal dominant spinocerebellar ataxia due to a point mutation,Group of disorders,0,0,0,
98073,OBSOLETE: Unclassified autosomal dominant spinocerebellar ataxia,Group of disorders,0,0,0,
98074,Gonadal dysgenesis of gynecological interest,Group of disorders,0,0,0,
98078,"46,XX difference of sex development induced by androgens excess",Group of disorders,0,0,0,
98085,"46,XY difference of sex development",Group of disorders,0,0,0,3.23
98086,"46,XY difference of sex development due to a defect in testosterone metabolism by peripheral tissue",Group of disorders,0,0,0,
98087,"Syndrome with 46,XY difference of sex development",Group of disorders,0,0,0,
98095,Autosomal recessive congenital cerebellar ataxia,Group of disorders,0,1,1,
98096,Autosomal recessive metabolic cerebellar ataxia,Group of disorders,0,1,1,
98097,Autosomal recessive cerebellar ataxia due to a DNA repair defect,Group of disorders,0,1,1,
98098,Autosomal recessive degenerative and progressive cerebellar ataxia,Group of disorders,0,1,1,
98099,Autosomal recessive syndromic cerebellar ataxia,Group of disorders,0,1,1,
98101,OBSOLETE: Pore-loop channelopathy,Group of disorders,0,0,0,
98102,OBSOLETE: Channelopathy due to an inwardly rectifying potassium channel defect,Group of disorders,0,0,0,
98103,OBSOLETE: Channelopathy due to a voltage-gated potassium channel defect,Group of disorders,0,0,0,
98104,OBSOLETE: Channelopathy due to a transient receptor potential channel defect,Group of disorders,0,0,0,
98105,OBSOLETE: Channelopathy due to cyclic nucleotide-gated ion channels,Group of disorders,0,0,0,
98106,OBSOLETE: Channelopathy due to a calcium-activated potassium channel defect,Group of disorders,0,0,0,
98107,OBSOLETE: Channelopathy due to a voltage-gated sodium channel defect,Group of disorders,0,0,0,
98108,OBSOLETE: Channelopathy due to a voltage-gated calcium channel defect,Group of disorders,0,0,0,
98109,OBSOLETE: Non-pore-loop channelopathy,Group of disorders,0,0,0,
98110,OBSOLETE: Channelopathy due to an epithelial sodium channel defect,Group of disorders,0,0,0,
98111,OBSOLETE: Channelopathy due to a skeletal muscle sarcoplasmic reticulum calcium release channel defect,Group of disorders,0,0,0,
98112,OBSOLETE: Channelopathy due to a cardiac muscle sarcoplasmic reticulum calcium release channel defect,Group of disorders,0,0,0,
98113,OBSOLETE: Non-pore-loop channelopathy due to epithelial Cl- channel CFTR anomaly,Group of disorders,0,0,0,
98114,OBSOLETE: Non-pore-loop channelopathy due to epithelial Cl- channel bestrophin anomaly,Group of disorders,0,0,0,
98115,OBSOLETE: Non-pore-loop channelopathy due to Cl- channel skeletal muscle Clc1 anomaly,Group of disorders,0,0,0,
98116,OBSOLETE: Non-pore-loop channelopathy due to Cl- channel Clc2 anomaly,Group of disorders,0,0,0,
98117,OBSOLETE: Non-pore-loop channelopathy due to Cl- transporter kidney Clc5 anomaly,Group of disorders,0,0,0,
98118,OBSOLETE: Non-pore-loop channelopathy due to Cl- transporter Clc7anomaly,Group of disorders,0,0,0,
98119,OBSOLETE: Non-pore-loop channelopathy due to Cl- channels kidney CLCKA and CLCKB anomaly,Group of disorders,0,0,0,
98120,OBSOLETE: Non-pore-loop channelopathy due to Cl- channel barttin anomaly,Group of disorders,0,0,0,
98121,OBSOLETE: Cys-loop receptor channelopathy,Group of disorders,0,0,0,
98122,OBSOLETE: Channelopathy due to a neuronal glycine receptor defect,Group of disorders,0,0,0,
98123,OBSOLETE: Channelopathy due to a neuronal kidney GABA receptor defect,Group of disorders,0,0,0,
98124,OBSOLETE: Channelopathy due to a skeletal muscle acetylcholine receptor defect,Group of disorders,0,0,0,
98125,OBSOLETE: Channelopathy due to a neuronal acetylcholine receptor defect,Group of disorders,0,0,0,
98127,Autosomal anomaly syndrome,Group of disorders,0,0,0,
98130,Autosomal trisomy syndrome,Group of disorders,0,0,0,
98131,Total autosomal trisomy syndrome,Group of disorders,0,0,0,
98132,Partial autosomal duplication/triplication syndrome,Group of disorders,0,0,0,
98141,Total autosomal monosomy syndrome,Group of disorders,0,0,0,
98142,Partial autosomal deletion syndrome,Group of disorders,0,0,0,
98152,Autosomal uniparental disomy syndrome,Group of disorders,0,0,0,
98153,Maternal uniparental disomy syndrome,Group of disorders,0,0,0,
98154,Paternal uniparental disomy syndrome,Group of disorders,0,0,0,
98155,Sex-chromosome anomaly syndrome,Group of disorders,0,0,0,
98156,Sex-chromosome number anomaly syndrome,Group of disorders,0,0,0,
98157,Sex-chromosome structural anomaly syndrome,Group of disorders,0,0,0,
98158,Chromosome Y structural anomaly syndrome,Group of disorders,0,0,0,
98159,Chromosome X structural anomaly syndrome,Group of disorders,0,0,0,
98167,OBSOLETE: Diabetes associated to exocrine pancreas neoplasia,Group of disorders,0,0,0,
98196,Malformation syndrome with hamartosis,Group of disorders,0,0,0,
98203,Combined dystonia,Group of disorders,0,0,0,
98204,OBSOLETE: Heredodegenerative disease with dystonia as a major feature,Group of disorders,0,0,0,
98249,Ehlers-Danlos syndrome,Group of disorders,0,1,1,0.45
98252,Infectious encephalitis,Group of disorders,0,0,0,
98253,OBSOLETE: Postinfectious encephalitis,Group of disorders,0,0,0,
98255,Chronic encephalitis,Group of disorders,0,0,0,
98257,OBSOLETE: Neonatal epilepsy syndrome,Group of disorders,0,0,0,
98258,OBSOLETE: Infantile epilepsy syndrome,Group of disorders,0,0,0,
98259,Childhood-onset epilepsy syndrome,Group of disorders,0,0,0,
98260,Adolescent-onset epilepsy syndrome,Group of disorders,0,0,0,
98261,Progressive myoclonic epilepsy,Group of disorders,0,1,1,
98267,Genetic non-syndromic obesity,Disorder,0,1,1,0.0
98274,Myeloproliferative neoplasm,Group of disorders,0,1,1,3.07
98275,Myelodysplastic/myeloproliferative disease,Group of disorders,0,0,0,0.29
98277,Acute myeloid leukemia with recurrent genetic anomaly,Group of disorders,0,0,0,0.11
98282,Plasma cell tumor,Group of disorders,0,0,0,
98287,Histiocytic and dendritic cell tumor,Group of disorders,0,0,0,0.05
98288,Macrophage or histiocytic tumor,Group of disorders,0,0,0,
98289,Dendritic cell tumor,Group of disorders,0,0,0,
98290,Immunodeficiency-associated lymphoproliferative disease,Group of disorders,0,0,0,
98291,Lymphoproliferative disease associated with primary immune disease,Group of disorders,0,1,1,
98292,Mastocytosis,Group of disorders,0,1,1,7.53
98293,Hodgkin lymphoma,Group of disorders,0,1,1,10.52
98296,OBSOLETE: Ichthyosis associated with a cornified cell envelope and epidermal lipid metabolism anomaly,Group of disorders,0,0,0,
98297,OBSOLETE: Ichthyosis associated with a protein catabolism anomaly,Group of disorders,0,0,0,
98298,OBSOLETE: Ichthyosis associated with a peroxisomal disease,Group of disorders,0,0,0,
